day,person_direction,top_outer_category,top_outer_neck_style,top_outer_fit,top_outer_formality,top_outer_design,top_outer_length,top_outer_sleeve_length,top_outer_reflection,top_outer_color,presence_of_top_inner,top_inner_category,top_inner_neck_style,top_inner_fit,top_inner_formality,top_inner_design,top_inner_length,top_inner_sleeve_length,top_inner_reflection,top_inner_color,bottom_category,bottom_design,bottom_fit,bottom_formality,bottom_color,person_id
11,front,shirt,collar,loose,semi-formal,floral_pattern,short,medium,no,"white,blue,pink",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,tight,informal,"dark_green",person13
11,back,shirt,collar,loose,semi-formal,floral_pattern,short,medium,no,"white,blue,pink",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,tight,informal,"dark_green",person13
12,front,shirt,collar,loose,semi-formal,floral_pattern,short,medium,no,"blue,dark_pink,white",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,tight,informal,"blue",person13
12,back,shirt,collar,loose,semi-formal,floral_pattern,short,medium,no,"blue,dark_pink,white",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,tight,informal,"blue",person13
13,front,shirt,collar,loose,semi-formal,floral_pattern,short,medium,no,"blue,dark_pink,white",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,tight,informal,"light_brown",person13
13,back,shirt,?,loose,semi-formal,floral_pattern,short,medium,no,"blue,dark_pink,white",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,tight,informal,"light_brown",person13
14,front,sweater,turtle-neck,tight,informal,solid,short,medium,no,"red",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,semi-formal,"black",person13
14,back,sweater,?,tight,informal,solid,short,medium,no,"red",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,semi-formal,"black",person13
15,front,t-shirt,round-neck,medium,informal,hor_stripes,short,medium,no,"white,light_pink,brown",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,tight,informal,"dark_green",person13
15,back,t-shirt,round-neck,medium,informal,hor_stripes,short,medium,no,"white,light_pink,brown",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,tight,informal,"dark_green",person13
16,front,t-shirt,collar,tight,informal,solid,short,short,no,"red",no,?,?,?,?,?,?,?,?,"?",jeans,solid,tight,informal,"dark_blue",person13
16,back,t-shirt,?,tight,informal,solid,short,short,no,"red",no,?,?,?,?,?,?,?,?,"?",jeans,solid,tight,informal,"dark_blue",person13
17,front,shirt,collar,loose,semi-formal,floral_pattern,short,medium,no,"white,blue,pink",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,semi-formal,"black",person13
17,back,shirt,?,loose,semi-formal,floral_pattern,short,medium,no,"white,blue,pink",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,semi-formal,"black",person13
18,front,t-shirt,round-neck,medium,informal,hor_stripes,short,medium,no,"white,light_pink,brown",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,semi-formal,"black",person13
18,back,t-shirt,round-neck,medium,informal,hor_stripes,short,medium,no,"white,light_pink,brown",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,semi-formal,"black",person13
19,front,shirt,collar,loose,informal,solid,short,medium,no,"blue",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,tight,informal,"light_brown",person13
19,back,shirt,?,loose,informal,solid,short,medium,no,"blue",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,tight,informal,"light_brown",person13
20,front,t-shirt,v-neck,tight,informal,solid,short,long,no,"pink",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,semi-formal,"black",person13
20,back,t-shirt,round-neck,tight,informal,solid,short,long,no,"pink",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,semi-formal,"black",person13
21,front,t-shirt,collar,tight,informal,solid,short,short,no,"red",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,tight,informal,"light_brown",person13
21,back,t-shirt,?,tight,informal,solid,short,short,no,"red",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,tight,informal,"light_brown",person13
22,front,shirt,collar,loose,semi-formal,floral_pattern,short,medium,no,"blue,dark_pink,white",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,tight,informal,"blue",person13
22,back,shirt,collar,loose,semi-formal,floral_pattern,short,medium,no,"blue,dark_pink,white",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,tight,informal,"blue",person13
23,front,t-shirt,v-neck,tight,informal,hor_stripes,short,medium,no,"black,grey",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,semi-formal,"black",person13
23,back,t-shirt,round-neck,tight,informal,hor_stripes,short,medium,no,"black,grey",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,semi-formal,"black",person13
24,front,t-shirt,round-neck,medium,informal,hor_stripes,short,medium,no,"white,light_pink,brown",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,tight,informal,"dark_green",person13
24,back,t-shirt,round-neck,medium,informal,hor_stripes,short,medium,no,"white,light_pink,brown",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,tight,informal,"dark_green",person13
25,front,t-shirt,round-neck,medium,informal,hor_stripes,short,medium,no,"white,light_pink,brown",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,semi-formal,"black",person13
25,back,t-shirt,?,medium,informal,hor_stripes,short,medium,no,"white,light_pink,brown",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,semi-formal,"black",person13
26,front,shirt,collar,loose,semi-formal,floral_pattern,short,medium,no,"white,blue,pink",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,tight,informal,"dark_green",person13
26,back,shirt,collar,loose,semi-formal,floral_pattern,short,medium,no,"white,blue,pink",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,tight,informal,"dark_green",person13
27,front,shirt,collar,loose,semi-formal,floral_pattern,short,medium,no,"blue,dark_pink,white",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,tight,informal,"light_brown",person13
27,back,shirt,?,loose,semi-formal,floral_pattern,short,medium,no,"blue,dark_pink,white",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,tight,informal,"light_brown",person13
28,front,t-shirt,v-neck,tight,informal,solid,short,long,no,"pink",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,semi-formal,"black",person13
28,back,t-shirt,?,tight,informal,solid,short,long,no,"pink",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,semi-formal,"black",person13
29,front,t-shirt,v-neck,tight,informal,hor_stripes,short,medium,no,"black,grey",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,tight,informal,"blue",person13
29,back,t-shirt,round-neck,tight,informal,hor_stripes,short,medium,no,"black,grey",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,tight,informal,"blue",person13
30,front,sweater,turtle-neck,tight,informal,solid,short,medium,no,"red",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,semi-formal,"black",person13
30,back,sweater,turtle-neck,tight,informal,solid,short,medium,no,"red",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,semi-formal,"black",person13
1,front,shirt,collar,medium,semi-formal,solid,short,long,no,"dark_blue",no,?,?,?,?,?,?,?,?,"?",jeans,N-tone,medium,informal,"dark_blue,light_blue",person14
1,back,shirt,collar,medium,semi-formal,solid,short,long,no,"dark_blue",no,?,?,?,?,?,?,?,?,"?",jeans,N-tone,medium,informal,"dark_blue,light_blue",person14
2,front,t-shirt,round-neck,medium,informal,solid,short,short,no,"black",no,?,?,?,?,?,?,?,?,"?",jeans,solid,medium,informal,"dark_blue,light_blue",person14
2,back,t-shirt,round-neck,medium,informal,solid,short,short,no,"black",no,?,?,?,?,?,?,?,?,"?",jeans,solid,medium,informal,"dark_blue,light_blue",person14
3,front,jacket,collar,medium,informal,solid,long,long,no,"black",yes,t-shirt,round-neck,medium,informal,solid,short,?,no,"black",jeans,solid,medium,informal,"dark_blue,light_blue",person14
3,back,jacket,collar,medium,informal,solid,long,long,no,"black",no,?,?,?,?,?,?,?,?,"?",jeans,solid,medium,informal,"dark_blue,light_blue",person14
4,front,shirt,collar,medium,informal,checked_pattern,short,long,no,"grey,black,white",no,?,?,?,?,?,?,?,?,"?",jeans,solid,medium,informal,"dark_blue,light_blue",person14
4,back,shirt,collar,medium,informal,checked_pattern,short,long,no,"grey,black,white",no,?,?,?,?,?,?,?,?,"?",jeans,solid,medium,informal,"dark_blue,light_blue",person14
5,front,t-shirt,round-neck,medium,informal,solid,short,short,no,"light_grey",no,?,?,?,?,?,?,?,?,"?",jeans,solid,medium,informal,"dark_blue,light_blue",person14
5,back,t-shirt,round-neck,medium,informal,solid,short,short,no,"light_grey",no,?,?,?,?,?,?,?,?,"?",jeans,solid,medium,informal,"dark_blue,light_blue",person14
6,front,sweater,round-neck,medium,informal,solid,short,long,no,"light_grey",no,?,?,?,?,?,?,?,?,"?",jeans,solid,medium,informal,"dark_blue,light_blue",person14
6,back,sweater,round-neck,medium,informal,solid,short,long,no,"light_grey",no,?,?,?,?,?,?,?,?,"?",jeans,solid,medium,informal,"dark_blue,light_blue",person14
7,front,jacket,collar,medium,informal,solid,long,long,no,"black",yes,sweater,round-neck,medium,informal,solid,short,?,no,"light_grey",jeans,solid,medium,informal,"dark_blue,light_blue",person14
7,back,jacket,collar,medium,informal,solid,long,long,no,"black",no,?,?,?,?,?,?,?,?,"?",jeans,solid,medium,informal,"dark_blue,light_blue",person14
8,front,sweater,round-neck,medium,informal,solid,short,long,no,"white",no,?,?,?,?,?,?,?,?,"?",jeans,solid,medium,informal,"dark_blue,light_blue",person14
8,back,sweater,round-neck,medium,informal,solid,short,long,no,"white",no,?,?,?,?,?,?,?,?,"?",jeans,solid,medium,informal,"dark_blue,light_blue",person14
9,front,t-shirt,round-neck,medium,informal,hor_stripes,short,short,no,"white,light_grey",no,?,?,?,?,?,?,?,?,"?",jeans,solid,medium,informal,"dark_blue,light_blue",person14
9,back,t-shirt,round-neck,medium,informal,hor_stripes,short,short,no,"white,light_grey",no,?,?,?,?,?,?,?,?,"?",jeans,solid,medium,informal,"dark_blue,light_blue",person14
10,front,shirt,collar,medium,informal,checked_pattern,short,long,no,"grey,black,white",no,?,?,?,?,?,?,?,?,"?",jeans,N-tone,medium,informal,"blue,light_blue",person14
10,back,shirt,collar,medium,informal,checked_pattern,short,long,no,"grey,black,white",no,?,?,?,?,?,?,?,?,"?",jeans,N-tone,medium,informal,"blue,light_blue",person14
11,front,sweater,round-neck,tight,informal,solid,short,long,no,"white",no,?,?,?,?,?,?,?,?,"?",jeans,N-tone,medium,informal,"blue,light_blue",person14
11,back,sweater,round-neck,tight,informal,solid,short,long,no,"white",no,?,?,?,?,?,?,?,?,"?",jeans,N-tone,medium,informal,"blue,light_blue",person14
12,front,t-shirt,round-neck,medium,informal,solid,short,short,no,"black",no,?,?,?,?,?,?,?,?,"?",jeans,N-tone,medium,informal,"blue,light_blue",person14
12,back,t-shirt,round-neck,medium,informal,solid,short,short,no,"black",no,?,?,?,?,?,?,?,?,"?",jeans,N-tone,medium,informal,"blue,light_blue",person14
13,front,sweater,round-neck,medium,informal,solid,short,long,no,"light_grey",no,?,?,?,?,?,?,?,?,"?",jeans,N-tone,medium,informal,"blue,light_blue",person14
13,back,sweater,round-neck,medium,informal,solid,short,long,no,"light_grey",no,?,?,?,?,?,?,?,?,"?",jeans,N-tone,medium,informal,"blue,light_blue",person14
14,front,sweater,round-neck,medium,informal,solid,short,long,no,"light_grey",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,semi-formal,"black",person14
14,back,sweater,round-neck,medium,informal,solid,short,long,no,"light_grey",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,semi-formal,"black",person14
15,front,t-shirt,round-neck,medium,informal,solid,short,short,no,"light_grey",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,semi-formal,"black",person14
15,back,t-shirt,round-neck,medium,informal,solid,short,short,no,"light_grey",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,semi-formal,"black",person14
16,front,shirt,collar,medium,informal,checked_pattern,short,long,no,"grey,black,white",yes,t-shirt,round-neck,medium,informal,solid,short,?,no,"light_grey",long_pants,solid,medium,semi-formal,"black",person14
16,back,shirt,collar,medium,informal,checked_pattern,short,long,no,"grey,black,white",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,semi-formal,"black",person14
17,front,shirt,collar,medium,informal,checked_pattern,short,long,no,"grey,black,white",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,semi-formal,"black",person14
17,back,shirt,collar,medium,informal,checked_pattern,short,long,no,"grey,black,white",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,semi-formal,"black",person14
18,front,jacket,collar,medium,informal,solid,long,long,no,"black",yes,sweater,round-neck,medium,informal,solid,short,?,no,"light_grey",jeans,solid,medium,informal,"dark_blue,light_blue",person14
18,back,jacket,collar,medium,informal,solid,long,long,no,"black",no,?,?,?,?,?,?,?,?,"?",jeans,solid,medium,informal,"dark_blue,light_blue",person14
19,front,sweater,round-neck,medium,informal,solid,short,long,no,"white",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,semi-formal,"black",person14
19,back,sweater,round-neck,medium,informal,solid,short,long,no,"white",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,semi-formal,"black",person14
20,front,jacket,hood,loose,informal,solid,long,long,yes,"black",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,semi-formal,"black",person14
20,back,jacket,hood,loose,informal,solid,long,long,yes,"black",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,semi-formal,"black",person14
21,front,shirt,collar,medium,semi-formal,solid,short,long,no,"dark_blue",no,?,?,?,?,?,?,?,?,"?",jeans,N-tone,medium,informal,"blue,light_blue",person14
21,back,shirt,collar,medium,semi-formal,solid,short,long,no,"dark_blue",no,?,?,?,?,?,?,?,?,"?",jeans,N-tone,medium,informal,"blue,light_blue",person14
22,front,shirt,collar,medium,semi-formal,solid,short,long,no,"dark_blue",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,semi-formal,"black",person14
22,back,shirt,collar,medium,semi-formal,solid,short,long,no,"dark_blue",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,semi-formal,"black",person14
23,front,t-shirt,round-neck,medium,informal,hor_stripes,short,short,no,"white,light_grey",no,?,?,?,?,?,?,?,?,"?",jeans,N-tone,medium,informal,"blue,light_blue",person14
23,back,t-shirt,round-neck,medium,informal,hor_stripes,short,short,no,"white,light_grey",no,?,?,?,?,?,?,?,?,"?",jeans,N-tone,medium,informal,"blue,light_blue",person14
24,front,t-shirt,round-neck,medium,informal,solid,short,short,no,"black",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,semi-formal,"black",person14
24,back,t-shirt,round-neck,medium,informal,solid,short,short,no,"black",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,semi-formal,"black",person14
25,front,jacket,collar,medium,informal,solid,long,long,no,"black",yes,sweater,round-neck,medium,informal,solid,short,?,no,"light_grey",jeans,N-tone,medium,informal,"blue,light_blue",person14
25,back,jacket,collar,medium,informal,solid,long,long,no,"black",no,?,?,?,?,?,?,?,?,"?",jeans,N-tone,medium,informal,"blue,light_blue",person14
26,front,jacket,collar,medium,informal,solid,long,long,no,"black",yes,sweater,round-neck,medium,informal,solid,short,?,no,"light_grey",long_pants,solid,medium,semi-formal,"black",person14
26,back,jacket,collar,medium,informal,solid,long,long,no,"black",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,semi-formal,"black",person14
27,front,shirt,collar,loose,semi-formal,solid,short,long,no,"dark_blue",yes,t-shirt,round-neck,medium,informal,solid,short,?,no,"light_grey",jeans,N-tone,medium,informal,"blue,light_blue",person14
27,back,shirt,collar,loose,semi-formal,solid,short,long,no,"dark_blue",no,?,?,?,?,?,?,?,?,"?",jeans,N-tone,medium,informal,"blue,light_blue",person14
28,front,sweater,round-neck,tight,informal,solid,short,long,no,"white",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,semi-formal,"black",person14
28,back,sweater,round-neck,tight,informal,solid,short,long,no,"white",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,semi-formal,"black",person14
29,front,shirt,collar,medium,informal,checked_pattern,short,long,no,"grey,black,white",yes,t-shirt,round-neck,medium,informal,hor_stripes,short,?,no,"light_grey,white",jeans,N-tone,medium,informal,"blue,light_blue",person14
29,back,shirt,collar,medium,informal,checked_pattern,short,long,no,"grey,black,white",no,?,?,?,?,?,?,?,?,"?",jeans,N-tone,medium,informal,"blue,light_blue",person14
30,front,t-shirt,round-neck,medium,informal,hor_stripes,short,short,no,"white,light_grey",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,semi-formal,"black",person14
30,back,t-shirt,round-neck,medium,informal,hor_stripes,short,short,no,"white,light_grey",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,semi-formal,"black",person14
1,front,t-shirt,collar,medium,informal,solid,short,short,no,"black",no,?,?,?,?,?,?,?,?,"?",jeans,solid,medium,informal,"dark_blue",person15
1,back,t-shirt,collar,medium,informal,solid,short,short,no,"black",no,?,?,?,?,?,?,?,?,"?",jeans,solid,medium,informal,"dark_blue",person15
2,front,shirt,collar,medium,informal,checked_pattern,short,medium,no,"dark_purple",no,?,?,?,?,?,?,?,?,"?",jeans,solid,medium,informal,"dark_blue",person15
2,back,shirt,collar,medium,informal,checked_pattern,short,medium,no,"dark_purple",no,?,?,?,?,?,?,?,?,"?",jeans,solid,medium,informal,"dark_blue",person15
3,front,shirt,collar,medium,informal,solid,short,medium,no,"black,dark_blue",no,?,?,?,?,?,?,?,?,"?",jeans,solid,medium,informal,"dark_blue",person15
3,back,shirt,collar,medium,informal,solid,short,medium,no,"black,dark_blue",no,?,?,?,?,?,?,?,?,"?",jeans,solid,medium,informal,"dark_blue",person15
4,front,shirt,collar,medium,informal,checked_pattern,short,long,no,"dark_blue",no,?,?,?,?,?,?,?,?,"?",jeans,solid,medium,informal,"dark_blue",person15
4,back,shirt,collar,medium,informal,checked_pattern,short,long,no,"dark_blue",no,?,?,?,?,?,?,?,?,"?",jeans,solid,medium,informal,"dark_blue",person15
5,front,sweater,v-neck,medium,informal,hor_stripes,short,long,no,"dark_blue,dark_orange",no,?,?,?,?,?,?,?,?,"?",jeans,solid,medium,informal,"dark_blue",person15
5,back,sweater,round-neck,medium,informal,hor_stripes,short,long,no,"dark_blue,dark_orange",no,?,?,?,?,?,?,?,?,"?",jeans,solid,medium,informal,"dark_blue",person15
6,front,t-shirt,round-neck,medium,informal,graphics_with_text,short,medium,no,"dark_grey,white",no,?,?,?,?,?,?,?,?,"?",jeans,solid,medium,informal,"dark_blue",person15
6,back,t-shirt,round-neck,medium,informal,graphics_with_text,short,medium,no,"dark_grey,white",no,?,?,?,?,?,?,?,?,"?",jeans,solid,medium,informal,"dark_blue",person15
7,front,t-shirt,round-neck,medium,informal,graphics_with_text,short,short,no,"green,white,dark_grey",no,?,?,?,?,?,?,?,?,"?",jeans,solid,medium,informal,"dark_blue",person15
7,back,t-shirt,round-neck,medium,informal,graphics_with_text,short,short,no,"green,white,dark_grey",no,?,?,?,?,?,?,?,?,"?",jeans,solid,medium,informal,"dark_blue",person15
8,front,t-shirt,v-neck,medium,informal,dotted_pattern,short,medium,no,"blue,white,black",no,?,?,?,?,?,?,?,?,"?",jeans,solid,medium,informal,"dark_blue",person15
8,back,t-shirt,round-neck,medium,informal,dotted_pattern,short,medium,no,"blue,white,black",no,?,?,?,?,?,?,?,?,"?",jeans,solid,medium,informal,"dark_blue",person15
9,front,t-shirt,round-neck,medium,informal,hor_stripes,short,short,no,"dark_grey,black",no,?,?,?,?,?,?,?,?,"?",jeans,solid,medium,informal,"dark_blue",person15
9,back,t-shirt,round-neck,medium,informal,hor_stripes,short,short,no,"dark_grey,black",no,?,?,?,?,?,?,?,?,"?",jeans,solid,medium,informal,"dark_blue",person15
10,front,t-shirt,round-neck,medium,informal,graphics_with_text,short,short,no,"dark_grey,white",no,?,?,?,?,?,?,?,?,"?",jeans,solid,medium,informal,"dark_blue",person15
10,back,t-shirt,round-neck,medium,informal,graphics_with_text,short,short,no,"dark_grey,white",no,?,?,?,?,?,?,?,?,"?",jeans,solid,medium,informal,"dark_blue",person15
11,front,t-shirt,round-neck,medium,informal,dotted_pattern,short,short,no,"blue,white,black",no,?,?,?,?,?,?,?,?,"?",jeans,solid,medium,informal,"dark_blue",person15
11,back,t-shirt,round-neck,medium,informal,dotted_pattern,short,short,no,"blue,white,black",no,?,?,?,?,?,?,?,?,"?",jeans,solid,medium,informal,"dark_blue",person15
12,front,t-shirt,round-neck,medium,informal,hor_stripes,short,short,no,"dark_grey,black",no,?,?,?,?,?,?,?,?,"?",jeans,solid,medium,informal,"dark_blue",person15
12,back,t-shirt,round-neck,medium,informal,hor_stripes,short,short,no,"dark_grey,black",no,?,?,?,?,?,?,?,?,"?",jeans,solid,medium,informal,"dark_blue",person15
13,front,shirt,collar,medium,semi-formal,solid,short,medium,no,"light_blue",no,?,?,?,?,?,?,?,?,"?",jeans,solid,medium,informal,"dark_blue",person15
13,back,shirt,collar,medium,semi-formal,solid,short,medium,no,"light_blue",no,?,?,?,?,?,?,?,?,"?",jeans,solid,medium,informal,"dark_blue",person15
14,front,t-shirt,round-neck,medium,informal,graphics_with_text,short,short,no,"blue,white,red",no,?,?,?,?,?,?,?,?,"?",jeans,solid,medium,informal,"dark_blue",person15
14,back,t-shirt,round-neck,medium,informal,solid,short,short,no,"red",no,?,?,?,?,?,?,?,?,"?",jeans,solid,medium,informal,"dark_blue",person15
15,front,shirt,collar,medium,informal,solid,short,medium,no,"dark_blue",no,?,?,?,?,?,?,?,?,"?",jeans,solid,medium,informal,"dark_blue",person15
15,back,shirt,collar,medium,informal,solid,short,medium,no,"dark_blue",no,?,?,?,?,?,?,?,?,"?",jeans,solid,medium,informal,"dark_blue",person15
16,front,sweater,v-neck,medium,informal,hor_stripes,short,long,no,"dark_blue,dark_orange",no,?,?,?,?,?,?,?,?,"?",shorts,solid,medium,informal,"brown",person15
16,back,sweater,round-neck,medium,informal,hor_stripes,short,long,no,"dark_blue,dark_orange",no,?,?,?,?,?,?,?,?,"?",shorts,solid,medium,informal,"brown",person15
17,front,jacket,turtle-neck,medium,informal,text,short,long,no,"dark_blue",no,?,?,?,?,?,?,?,?,"?",shorts,solid,medium,informal,"brown",person15
17,back,jacket,turtle-neck,medium,informal,solid,short,long,no,"dark_blue",no,?,?,?,?,?,?,?,?,"?",shorts,solid,medium,informal,"brown",person15
18,front,t-shirt,round-neck,medium,informal,dotted_pattern,short,short,no,"blue,white,black",no,?,?,?,?,?,?,?,?,"?",shorts,solid,medium,informal,"brown",person15
18,back,t-shirt,round-neck,medium,informal,dotted_pattern,short,short,no,"blue,white,black",no,?,?,?,?,?,?,?,?,"?",shorts,solid,medium,informal,"brown",person15
19,front,t-shirt,round-neck,medium,informal,hor_stripes,short,long,no,"white,black",no,?,?,?,?,?,?,?,?,"?",shorts,solid,medium,informal,"brown",person15
19,back,t-shirt,round-neck,medium,informal,hor_stripes,short,long,no,"white,black",no,?,?,?,?,?,?,?,?,"?",shorts,solid,medium,informal,"brown",person15
20,front,jacket,turtle-neck,medium,informal,text,short,long,no,"dark_blue",yes,sweater,v-neck,medium,informal,hor_stripes,short,?,no,"dark_blue,dark_orange",shorts,solid,medium,informal,"brown",person15
20,back,jacket,turtle-neck,medium,informal,solid,short,long,no,"dark_blue",no,?,?,?,?,?,?,?,?,"?",shorts,solid,medium,informal,"brown",person15
21,front,t-shirt,round-neck,medium,informal,graphics_with_text,short,short,no,"white,black",no,?,?,?,?,?,?,?,?,"?",shorts,solid,medium,informal,"brown",person15
21,back,t-shirt,round-neck,medium,informal,solid,short,short,no,"white",no,?,?,?,?,?,?,?,?,"?",shorts,solid,medium,informal,"brown",person15
22,front,t-shirt,round-neck,medium,informal,graphics,short,short,no,"black",no,?,?,?,?,?,?,?,?,"?",shorts,solid,medium,informal,"brown",person15
22,back,t-shirt,round-neck,medium,informal,solid,short,short,no,"black",no,?,?,?,?,?,?,?,?,"?",shorts,solid,medium,informal,"brown",person15
23,front,t-shirt,round-neck,medium,informal,hor_stripes,short,short,no,"blue,black",no,?,?,?,?,?,?,?,?,"?",shorts,solid,medium,informal,"brown",person15
23,back,t-shirt,round-neck,medium,informal,hor_stripes,short,short,no,"blue,black",no,?,?,?,?,?,?,?,?,"?",shorts,solid,medium,informal,"brown",person15
24,front,t-shirt,round-neck,medium,informal,solid,short,long,no,"white",no,?,?,?,?,?,?,?,?,"?",shorts,solid,medium,informal,"brown",person15
24,back,t-shirt,round-neck,medium,informal,solid,short,long,no,"white",no,?,?,?,?,?,?,?,?,"?",shorts,solid,medium,informal,"brown",person15
25,front,t-shirt,collar,medium,informal,solid,short,short,no,"black",no,?,?,?,?,?,?,?,?,"?",shorts,solid,medium,informal,"brown",person15
25,back,t-shirt,collar,medium,informal,solid,short,short,no,"black",no,?,?,?,?,?,?,?,?,"?",shorts,solid,medium,informal,"brown",person15
26,front,t-shirt,round-neck,medium,informal,hor_stripes,short,short,no,"dark_grey",no,?,?,?,?,?,?,?,?,"?",shorts,solid,medium,informal,"brown",person15
26,back,t-shirt,round-neck,medium,informal,hor_stripes,short,short,no,"dark_grey",no,?,?,?,?,?,?,?,?,"?",shorts,solid,medium,informal,"brown",person15
27,front,t-shirt,round-neck,medium,informal,graphics_with_text,short,short,no,"dark_grey,white",no,?,?,?,?,?,?,?,?,"?",shorts,solid,medium,informal,"brown",person15
27,back,t-shirt,round-neck,medium,informal,graphics_with_text,short,short,no,"dark_grey,white",no,?,?,?,?,?,?,?,?,"?",shorts,solid,medium,informal,"brown",person15
28,front,t-shirt,round-neck,medium,informal,solid,short,long,no,"white",no,?,?,?,?,?,?,?,?,"?",shorts,solid,medium,informal,"brown",person15
28,back,t-shirt,round-neck,medium,informal,graphics,short,long,no,"white",no,?,?,?,?,?,?,?,?,"?",shorts,solid,medium,informal,"brown",person15
29,front,t-shirt,round-neck,medium,informal,graphics_with_text,short,short,no,"blue,white,red",no,?,?,?,?,?,?,?,?,"?",shorts,solid,medium,informal,"brown",person15
29,back,t-shirt,round-neck,medium,informal,solid,short,short,no,"red",no,?,?,?,?,?,?,?,?,"?",shorts,solid,medium,informal,"brown",person15
30,front,t-shirt,round-neck,medium,informal,solid,short,long,no,"dark_grey",no,?,?,?,?,?,?,?,?,"?",shorts,solid,medium,informal,"brown",person15
30,back,t-shirt,round-neck,medium,informal,solid,short,long,no,"dark_grey",no,?,?,?,?,?,?,?,?,"?",shorts,solid,medium,informal,"brown",person15
1,front,sweater,collar,medium,informal,solid,short,long,no,"light_green",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,informal,"white",person16
1,back,sweater,collar,medium,informal,solid,short,long,no,"light_green",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,informal,"white",person16
2,front,sweater,collar,loose,informal,dotted_pattern,short,long,no,"grey,dark_green,black,white",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,informal,"white",person16
2,back,sweater,collar,loose,informal,dotted_pattern,short,long,no,"grey,dark_green,black,white",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,informal,"white",person16
3,front,sweater,collar,medium,informal,solid,short,long,no,"light_green",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,informal,"white",person16
3,back,sweater,collar,medium,informal,solid,short,long,no,"light_green",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,informal,"white",person16
4,front,t-shirt,round-neck,medium,informal,graphics_with_text,short,short,no,"light_blue,dark_blue,white",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,informal,"white",person16
